id,media_type,timestamp,like_count,comments_count,hashtag
05470541895964059_3855493899,image,2/3/2025 11:00,267,7,#GalaxyS25  
23339229832923104_9554417886,reel,1/9/2025 4:00,0,5,#GalaxyS25  
73318921849772371_2510922576,reel,12/30/2024,265,12,#GalaxyS25  
89051248321815341_3709239202,reel,12/7/2024 17:00,227,9,#GalaxyS25  
52727870879494446_5922395856,image,12/31/2024 2:00,538,18,#GalaxyS25  
63511356940224447_2793247096,carousel,12/29/2024 6:00,144,6,#GalaxyS25  
48882108431088064_9848443636,image,1/29/2025 12:00,87,2,#GalaxyS25  
77311879062098701_1621673246,image,11/28/2024 16:00,260,13,#GalaxyS25  
28184915388656755_5273428659,image,1/16/2025 23:00,302,10,#GalaxyS25  
77503049996364887_9945205090,carousel,2/1/2025 20:00,103,1,#GalaxyS25  
49351264962962961_1009923612,carousel,1/14/2025 16:00,302,8,#GalaxyS25  
74608823601459149_0516070486,reel,2/4/2025,256,5,#GalaxyS25  
69928830828189428_5543719049,carousel,1/25/2025 16:00,365,9,#GalaxyS25  
99581330714064046_5478280564,carousel,2/20/2025 4:00,134,4,#GalaxyS25  
15887764706466284_7500923369,reel,12/8/2024 1:00,58,0,#GalaxyS25  
37460970161357632_3354903526,carousel,1/26/2025 21:00,61,1,#GalaxyS25  
01702050328756464_0108088175,carousel,1/13/2025 3:00,159,1,#GalaxyS25  
82328309620912572_0956118904,reel,1/9/2025 8:00,477,19,#GalaxyS25  
28207610650614807_0758702137,carousel,1/8/2025 19:00,136,3,#GalaxyS25  
14149225181439418_9250406661,image,12/6/2024 2:00,32,2,#GalaxyS25  
03406545790323150_2364096184,carousel,12/26/2024 8:00,183,4,#GalaxyS25  
28755614208470980_5150492412,carousel,12/22/2024 20:00,190,5,#GalaxyS25  
74421783876325475_2755237192,image,1/18/2025 17:00,489,15,#GalaxyS25  
28080315850827514_0909956708,image,1/1/2025 23:00,436,9,#GalaxyS25  
57557925423832332_5769969181,reel,11/25/2024,131,7,#GalaxyS25  
94335780236222818_3877229876,carousel,1/29/2025 23:00,94,6,#GalaxyS25  
72319725371418571_9633735315,carousel,1/28/2025 6:00,142,6,#GalaxyS25  
58652011129501591_1515027192,reel,12/22/2024 15:00,103,2,#GalaxyS25  
93635790892649280_9042467673,image,2/15/2025,429,8,#GalaxyS25  
36426198351872239_8252171071,carousel,1/12/2025,137,3,#GalaxyS25  
68311446494356073_7431845271,carousel,2/6/2025 3:00,216,6,#GalaxyS25  
33312208940878493_5681215421,carousel,1/2/2025 5:00,616,16,#GalaxyS25  
13320690058772015_1648381714,reel,2/2/2025,114,1,#GalaxyS25  
31456985807834884_7777035957,carousel,1/4/2025 4:00,198,6,#GalaxyS25  
32549135051676951_6457810705,image,1/31/2025 20:00,227,3,#GalaxyS25  
92230069227084106_7107121087,image,12/7/2024 4:00,108,5,#GalaxyS25  
81937235761720587_3391255419,carousel,2/20/2025 10:00,133,3,#GalaxyS25  
93555207144730923_7641210151,carousel,12/29/2024 11:00,105,4,#GalaxyS25  
96186199263705826_4387315659,carousel,2/14/2025 22:00,196,3,#GalaxyS25  
98667988659477344_9198476796,reel,2/1/2025 17:00,148,5,#GalaxyS25  
24646466164641441_0549545509,reel,11/29/2024 18:00,706,22,#GalaxyS25  
91248380778585772_2401299336,carousel,12/8/2024 3:00,73,2,#GalaxyS25  
95505654879922250_7790979038,reel,2/18/2025 13:00,735,19,#GalaxyS25  
89044188418763612_5178297462,image,12/4/2024 17:00,78,4,#GalaxyS25  
32859200762748305_7447865373,carousel,11/28/2024 23:00,653,25,#GalaxyS25  
43983997556776133_2275369540,carousel,12/11/2024 1:00,359,13,#GalaxyS25  
57133866882616955_2445808209,carousel,12/25/2024 10:00,314,10,#GalaxyS25  
10862822856780372_1516540332,carousel,2/4/2025 1:00,373,8,#GalaxyS25  
55425878973993373_5419113984,reel,12/4/2024,247,4,#GalaxyS25  
71124792645970872_2890930003,carousel,1/29/2025 22:00,378,8,#GalaxyS25  
00685943721622174_8595275275,image,2/8/2025 17:00,169,8,#GalaxyS25  
95955739960893128_2656077939,image,1/23/2025 21:00,173,8,#GalaxyS25  
05813854091171726_4562134834,reel,12/7/2024 5:00,45,2,#GalaxyS25  
64754196279295032_5742043939,carousel,11/24/2024 15:00,63,1,#GalaxyS25  
92267267484050791_2327510239,image,12/21/2024 3:00,291,0,#GalaxyS25  
18204916269909940_3178481855,image,2/15/2025 15:00,411,15,#GalaxyS25  
32781210999712511_3187296927,reel,12/16/2024 2:00,102,2,#GalaxyS25  
76535900285473608_8478550435,image,11/30/2024 13:00,47,1,#GalaxyS25  
25857220372158063_8629143527,image,1/25/2025 2:00,149,3,#GalaxyS25  
66600599066488142_2433534367,image,1/17/2025 22:00,572,16,#GalaxyS25  
42908212821474274_7156655807,reel,1/11/2025 5:00,54,4,#GalaxyS25  
15818769438906135_6232550736,image,1/4/2025 15:00,145,3,#GalaxyS25  
44664045919183944_5528421057,reel,12/18/2024 4:00,171,8,#GalaxyS25  
03334029018999325_8642596443,carousel,12/9/2024 17:00,357,15,#GalaxyS25  
03243599047764352_7528858888,image,1/14/2025 6:00,100,2,#GalaxyS25  
36433723394080105_7605292625,carousel,12/29/2024 6:00,124,0,#GalaxyS25  
82458296625916058_8220585220,carousel,2/2/2025 14:00,264,5,#GalaxyS25  
49936749492501436_1328586127,carousel,12/10/2024 20:00,401,9,#GalaxyS25  
83982507242070272_1611458395,reel,1/5/2025,0,5,#GalaxyS25  
15053559791318588_2834515557,carousel,12/15/2024 12:00,538,13,#GalaxyS25  
83563207091777537_7257586178,image,12/16/2024 5:00,68,2,#GalaxyS25  
55165584216976516_8509623084,image,1/27/2025,268,8,#GalaxyS25  
88700013786051496_9839161563,image,1/27/2025 16:00,277,6,#GalaxyS25  
68411949450033611_9083629790,reel,12/21/2024 23:00,182,9,#GalaxyS25  
91978106937594934_1795083629,carousel,1/12/2025 3:00,108,0,#GalaxyS25  
08096073269978420_3189304771,image,12/28/2024 21:00,0,24,#GalaxyS25  
79783321206449728_8951665344,carousel,1/14/2025 15:00,500,17,#GalaxyS25  
11698985581171787_3538465534,image,12/28/2024 21:00,262,10,#GalaxyS25  
03387863100763630_3455030095,carousel,2/16/2025 13:00,579,18,#GalaxyS25  
62405778187974373_4478151077,carousel,12/6/2024 6:00,457,19,#GalaxyS25  
78848119032921620_6407037693,reel,12/6/2024 1:00,162,10,#GalaxyS25  
26568932749435370_4653878094,image,12/6/2024 9:00,615,26,#GalaxyS25  
36936489446303846_8818600759,image,12/20/2024 18:00,201,2,#GalaxyS25  
09167132312379256_2820193765,image,12/25/2024,91,1,#GalaxyS25  
06734624023140199_6335968488,carousel,1/12/2025 11:00,37,1,#GalaxyS25  
33491888929685909_8683247631,carousel,12/14/2024 1:00,351,7,#GalaxyS25  
30843677161447437_1625937519,image,12/24/2024 9:00,187,6,#GalaxyS25  
46915039767691246_9396885224,image,1/23/2025 19:00,126,2,#GalaxyS25  
83047717685626129_9772536665,reel,12/26/2024 7:00,460,0,#GalaxyS25  
19693640928036047_2277541375,carousel,12/21/2024 12:00,225,6,#GalaxyS25  
67274619903892971_8444831780,reel,1/5/2025 3:00,100,4,#GalaxyS25  
68569681721372092_3168364399,reel,1/24/2025 8:00,355,3,#GalaxyS25  
57615881389523884_2232868667,image,1/5/2025 20:00,807,16,#GalaxyS25  
77702848333274327_4312567999,reel,1/22/2025 7:00,72,6,#GalaxyS25  
30267830185588665_2407179558,carousel,12/13/2024,388,15,#GalaxyS25  
17728857052345758_2436680284,image,12/2/2024 12:00,150,2,#GalaxyS25  
59973597321031456_4041692935,carousel,1/9/2025 1:00,458,16,#GalaxyS25  
00626662816963030_3394030050,image,1/16/2025 1:00,53,3,#GalaxyS25  
43208928645403320_3977243154,reel,2/10/2025 15:00,95,2,#GalaxyS25  
70728445124568278_6637171138,carousel,2/16/2025 22:00,177,4,#GalaxyS25  
20269259340905100_4063928677,carousel,1/7/2025 23:00,80,1,#GalaxyS25  
22195306681820893_3258526134,reel,2/7/2025 5:00,159,0,#GalaxyS25  
29129420804068795_4639489070,reel,12/11/2024 13:00,642,16,#GalaxyS25  
49900689515242018_8128429986,carousel,2/17/2025 19:00,328,10,#GalaxyS25  
87847866454541968_7191803834,image,2/8/2025 14:00,52,1,#GalaxyS25  
73170800426813794_1756666410,reel,1/5/2025 22:00,300,10,#GalaxyS25  
25268399227862879_8893707524,image,2/20/2025 1:00,288,13,#GalaxyS25  
23969896451405564_9998979567,image,12/17/2024 6:00,278,5,#GalaxyS25  
15914182173406820_8305959653,carousel,2/8/2025 6:00,27,1,#GalaxyS25  
00486970856133874_0305611030,image,12/28/2024 4:00,392,14,#GalaxyS25  
90192649101137764_5964505621,carousel,12/26/2024 17:00,158,5,#GalaxyS25  
57725733173179719_2430159952,image,12/1/2024 1:00,248,11,#GalaxyS25  
97322782424891468_7630922457,reel,2/3/2025 14:00,72,1,#GalaxyS25  
99257571078173866_6801817066,image,1/14/2025 6:00,871,25,#GalaxyS25  
30618651125938170_0564191871,image,12/4/2024 11:00,79,2,#GalaxyS25  
24307386665080915_0273027840,carousel,1/31/2025 13:00,317,11,#GalaxyS25  
87018961487940974_5344798628,carousel,11/27/2024 12:00,387,27,#GalaxyS25  
07184879058527508_1803203762,image,12/17/2024 12:00,753,25,#GalaxyS25  
96041412345675264_2554595567,image,12/16/2024 9:00,50,3,#GalaxyS25  
18870608403779601_2701574243,image,1/25/2025 22:00,305,8,#GalaxyS25  
17073760554441513_8050974358,reel,12/17/2024 8:00,86,3,#GalaxyS25  
98434648986834996_4672883740,carousel,12/28/2024,391,11,#GalaxyS25  
17167739879795444_1239449776,reel,2/21/2025,79,0,#GalaxyS25  
81867326418390524_6538062487,reel,12/21/2024 23:00,94,2,#GalaxyS25  
77212259541838910_3318530962,carousel,1/20/2025 2:00,179,3,#GalaxyS25  
58730774327717235_8616949170,carousel,11/24/2024 13:00,114,6,#GalaxyS25  
40344100101493163_1839705636,image,2/6/2025 12:00,65,0,#GalaxyS25  
18494323213665692_6498403387,carousel,1/26/2025 4:00,530,19,#GalaxyS25  
90988997421750904_9159375864,image,12/11/2024 15:00,222,6,#GalaxyS25  
46490136913282504_8704117923,carousel,11/29/2024 21:00,68,0,#GalaxyS25  
64648455536967306_7506115597,carousel,12/5/2024 14:00,106,3,#GalaxyS25  
48876569556803738_7857427027,reel,11/25/2024 12:00,280,5,#GalaxyS25  
73114727275513117_7820057027,image,12/15/2024 1:00,294,7,#GalaxyS25  
83536252028215414_9186922131,carousel,12/25/2024 4:00,616,0,#GalaxyS25  
79300688773396209_2312846940,carousel,12/22/2024 14:00,324,10,#GalaxyS25  
25966272812633265_7337396675,reel,1/3/2025 12:00,276,10,#GalaxyS25  
78201286074975310_3853138326,reel,12/1/2024 10:00,312,8,#GalaxyS25  
54959013909858545_7771590495,image,1/7/2025,107,1,#GalaxyS25  
20249813947661385_2518229199,image,1/6/2025 17:00,167,3,#GalaxyS25  
47962032619944942_4134969543,reel,11/26/2024 17:00,168,1,#GalaxyS25  
70961174389542524_2180517281,reel,1/16/2025 16:00,89,2,#GalaxyS25  
12830026534898102_8909323393,carousel,12/30/2024 3:00,226,1,#GalaxyS25  
87142337671574667_7765257744,carousel,2/11/2025 2:00,22,2,#GalaxyS25  
63310239730875072_3319375629,image,1/8/2025 10:00,374,12,#GalaxyS25  
29773566655283430_1438022580,reel,12/5/2024,459,17,#GalaxyS25  
47991369729119479_6419074798,reel,2/10/2025 6:00,1133,45,#GalaxyS25  
26261512589350933_3870321276,carousel,12/15/2024 8:00,1485,36,#GalaxyS25  
54785168739600252_4616184871,reel,11/24/2024 13:00,93,3,#GalaxyS25  
74471321498739933_9104590060,reel,2/4/2025 12:00,145,6,#GalaxyS25  
00229881378622902_0833517312,carousel,11/30/2024 22:00,141,5,#GalaxyS25  
97813275838718218_9519225757,image,1/21/2025 18:00,381,7,#GalaxyS25  
46915481434669758_5983614081,reel,1/9/2025 19:00,292,12,#GalaxyS25  
94039864130308731_5298029328,image,11/28/2024 8:00,141,3,#GalaxyS25  
36945749952979804_8707311258,reel,12/16/2024 17:00,255,12,#GalaxyS25  
10563521896751651_8179998526,image,12/24/2024 14:00,399,11,#GalaxyS25  
64825766625111140_5197323408,carousel,1/30/2025,264,12,#GalaxyS25  
09877293892621229_8458799913,image,12/26/2024 13:00,187,2,#GalaxyS25  
39197735867125470_3938297590,carousel,12/9/2024 6:00,539,12,#GalaxyS25  
56954957925538323_0453807748,carousel,12/22/2024 4:00,48,1,#GalaxyS25  
52717159794417984_7632543001,image,11/30/2024 15:00,264,6,#GalaxyS25  
20410598457983187_5176645402,reel,12/28/2024 6:00,88,1,#GalaxyS25  
03402665506208636_7809860230,reel,11/30/2024 11:00,48,1,#GalaxyS25  
23138925211267870_4838593984,reel,12/20/2024 22:00,102,3,#GalaxyS25  
13368336711192809_2085804824,image,12/30/2024 23:00,257,5,#GalaxyS25  
96689657200111020_4874202542,image,2/21/2025 1:00,273,7,#GalaxyS25  
34386644488636772_2874102832,carousel,2/20/2025 15:00,680,18,#GalaxyS25  
05145636499793537_9456120390,image,12/1/2024 7:00,73,1,#GalaxyS25  
08178077318426761_5718652893,image,1/14/2025 5:00,106,0,#GalaxyS25  
81819843052526603_0871061113,reel,12/14/2024 18:00,234,2,#GalaxyS25  
33980479582401945_0143144533,carousel,1/23/2025 6:00,240,10,#GalaxyS25  
08737580017523376_2873023559,image,1/31/2025 17:00,132,2,#GalaxyS25  
13362718641720399_3297093124,image,1/12/2025 11:00,298,6,#GalaxyS25  
13964188179987980_4081035819,image,1/5/2025 5:00,161,4,#GalaxyS25  
26261426006581575_4697531337,carousel,2/3/2025,144,3,#GalaxyS25  
30725835065005328_7370540980,carousel,1/14/2025 20:00,96,4,#GalaxyS25  
35662848084457896_1300556602,image,2/7/2025 4:00,216,3,#GalaxyS25  
97779448704591858_7022585544,image,1/9/2025 14:00,73,2,#GalaxyS25  
43318991030593772_7415496925,image,1/5/2025 4:00,350,6,#GalaxyS25  
62538594246920825_9631247338,image,1/26/2025 5:00,91,2,#GalaxyS25  
82082232057955110_2590941510,image,1/11/2025 1:00,160,5,#GalaxyS25  
94608325928058547_2304135965,image,1/2/2025 2:00,439,17,#GalaxyS25  
04536219979400569_0458707925,image,1/10/2025 13:00,94,7,#GalaxyS25  
10593081819958313_7866727945,image,12/23/2024 8:00,281,5,#GalaxyS25  
85143477308507824_8450686748,reel,12/7/2024 5:00,147,5,#GalaxyS25  
07485301437456933_1013575446,reel,2/17/2025 17:00,118,3,#GalaxyS25  
90160726606650137_6512242910,image,2/4/2025 12:00,108,4,#GalaxyS25  
67671777810831950_0885061531,carousel,2/10/2025 18:00,91,5,#GalaxyS25  
25695520399795676_1117917753,carousel,12/3/2024 10:00,186,2,#GalaxyS25  
51524412268739308_5172518997,image,12/1/2024 16:00,55,1,#GalaxyS25  
56182174322059289_1563986176,image,12/9/2024 11:00,0,3,#GalaxyS25  
72965995217665109_7490145713,image,12/20/2024 4:00,179,2,#GalaxyS25  
70366464044381728_0129674793,carousel,2/13/2025 20:00,223,7,#GalaxyS25  
09177097454228750_2218203334,image,1/18/2025 7:00,100,1,#GalaxyS25  
99982095762432943_5844285212,image,2/9/2025 1:00,70,2,#GalaxyS25  
67607881347120206_6656522981,image,12/22/2024 4:00,661,26,#GalaxyS25  
20814217823475838_3359610455,carousel,2/13/2025 23:00,173,6,#GalaxyS25  
22182615853745242_4668512063,image,12/26/2024 13:00,55,3,#GalaxyS25  
75450569622773729_9873440189,image,12/3/2024,111,2,#GalaxyS25  
78034072012708079_7699151578,image,11/24/2024 2:00,268,7,#GalaxyS25  
51755840094189600_9436759696,carousel,12/5/2024 13:00,148,3,#GalaxyS25  
67878807374524380_4380745136,image,1/13/2025 4:00,134,5,#GalaxyS25  
73761276646684722_8476251817,image,2/11/2025 5:00,296,11,#GalaxyS25  
66146311065472409_4329452610,image,2/14/2025 21:00,361,9,#GalaxyS25  
12471286206564585_9088771867,reel,1/10/2025 12:00,215,7,#GalaxyS25  
13731159477168134_6869754440,image,2/5/2025 19:00,67,1,#GalaxyS25  
96402074193256024_5456537602,carousel,2/3/2025 5:00,46,3,#GalaxyS25  
11431660658789896_1632046443,carousel,12/18/2024 20:00,205,5,#GalaxyS25  
81119193900517041_5716538458,image,1/4/2025 22:00,140,4,#GalaxyS25  
23644065950494855_1556047519,image,2/19/2025 8:00,233,5,#GalaxyS25  
00958402777077386_4529874899,image,1/31/2025 16:00,65,0,#GalaxyS25  
75429731483015667_1543781948,carousel,11/27/2024 20:00,229,9,#GalaxyS25  
05321807444996451_9411306112,reel,2/8/2025 11:00,155,5,#GalaxyS25  
87491802090314716_2874047015,carousel,12/24/2024 18:00,610,18,#GalaxyS25  
81919175248762294_9543386164,image,2/10/2025 5:00,279,14,#GalaxyS25  
91405241543461537_9543535094,image,1/11/2025 17:00,89,3,#GalaxyS25  
75473391886875988_9601095620,carousel,11/25/2024,48,0,#GalaxyS25  
09486424031774379_9375638636,reel,11/27/2024 18:00,1327,41,#GalaxyS25  
81562229660851103_4734330315,reel,2/8/2025 19:00,84,2,#GalaxyS25  
34602069357274979_5642058261,reel,1/2/2025 23:00,556,14,#GalaxyS25  
82191035437162011_0322084224,reel,11/28/2024 15:00,616,18,#GalaxyS25  
35868928199652691_4406769478,carousel,1/17/2025 4:00,136,4,#GalaxyS25  
31154703309328246_6122889525,carousel,1/6/2025 11:00,51,3,#GalaxyS25  
25192125505572880_4046335779,carousel,12/12/2024 14:00,108,3,#GalaxyS25  
14290323696269300_8688468034,reel,1/6/2025 10:00,209,12,#GalaxyS25  
64380797990479003_3819258032,image,2/20/2025 1:00,412,9,#GalaxyS25  
14428392661264147_3492299890,reel,12/21/2024,76,4,#GalaxyS25  
98909843708837988_7363927163,carousel,1/24/2025 10:00,84,2,#GalaxyS25  
22151427665044868_9406500183,carousel,11/28/2024 18:00,69,1,#GalaxyS25  
92711493395661168_8537995762,image,1/30/2025 1:00,79,2,#GalaxyS25  
83815644500759033_1765478954,carousel,12/2/2024 9:00,51,0,#GalaxyS25  
82629229424132899_5897485529,image,12/10/2024 11:00,45,3,#GalaxyS25  
93108853262039067_5719882257,reel,12/5/2024 6:00,58,2,#GalaxyS25  
58637354080918243_9290133658,image,1/6/2025 17:00,184,12,#GalaxyS25  
49142409213233142_9228095380,reel,2/12/2025 9:00,67,4,#GalaxyS25  
82201879974712771_4128704810,image,12/19/2024 13:00,347,10,#GalaxyS25  
80032760044283253_2229300338,image,2/12/2025 10:00,192,6,#GalaxyS25  
38805835462479605_5749825807,reel,1/27/2025,1216,35,#GalaxyS25  
06566065413403172_9301713286,carousel,12/5/2024 7:00,374,14,#GalaxyS25  
04872857168477841_5824240705,carousel,2/2/2025 5:00,538,11,#GalaxyS25  
80487586682802244_2833421958,image,12/23/2024 17:00,212,7,#GalaxyS25  
38176564392370803_8036499296,reel,1/28/2025 5:00,248,6,#GalaxyS25  
39851162596620195_8871604125,image,1/26/2025 7:00,310,14,#GalaxyS25  
78242237799090053_0140161840,image,1/24/2025 15:00,166,2,#GalaxyS25  
90126995377732689_1577343521,reel,2/17/2025 14:00,137,2,#GalaxyS25  
96552001378473096_6937666894,image,2/17/2025 1:00,379,11,#GalaxyS25  
01440017488774414_4277226609,reel,12/27/2024 21:00,362,11,#GalaxyS25  
69405511612799669_9127122198,image,2/17/2025 18:00,286,7,#GalaxyS25  
24384342414216327_6755271388,carousel,12/12/2024 5:00,237,3,#GalaxyS25  
77088741369550181_4669163792,image,1/11/2025 13:00,158,7,#GalaxyS25  
09846666593829085_2257405346,image,2/7/2025 8:00,819,20,#GalaxyS25  
71783789061103415_0665485653,image,1/14/2025 6:00,147,3,#GalaxyS25  
02403428194453626_6476289815,carousel,12/1/2024 22:00,78,3,#GalaxyS25  
25324632524199175_7432483513,reel,12/28/2024 9:00,442,16,#GalaxyS25  
25993997982999533_0718768491,carousel,1/24/2025 9:00,330,5,#GalaxyS25  
74392074525018783_8679001202,carousel,2/5/2025 3:00,123,2,#GalaxyS25  
68990584290604572_0248392628,image,12/7/2024 9:00,453,17,#GalaxyS25  
00756867935814207_4817707843,reel,1/12/2025 19:00,271,8,#GalaxyS25  
35203815256633231_9569331673,carousel,12/15/2024 21:00,424,9,#GalaxyS25  
96915283592777135_8088793290,carousel,12/1/2024 17:00,247,9,#GalaxyS25  
76531135943490223_4695078910,carousel,1/22/2025 6:00,673,26,#GalaxyS25  
68142591339717140_2937121143,reel,1/27/2025 6:00,70,5,#GalaxyS25  
99566082730568245_6077995334,reel,12/2/2024 22:00,0,19,#GalaxyS25  
37254566979623197_4737806106,image,12/2/2024 9:00,142,2,#GalaxyS25  
89832023242649091_7192603338,reel,12/6/2024 23:00,56,1,#GalaxyS25  
67527160675286239_1361019099,image,1/19/2025 4:00,97,1,#GalaxyS25  
30433270017287761_5661280098,reel,1/20/2025 7:00,172,5,#GalaxyS25  
59065669998206832_9478289100,reel,2/19/2025 19:00,97,4,#GalaxyS25  
04323715626283731_6525992975,reel,2/4/2025 3:00,0,15,#GalaxyS25  
04834355223707629_1400016885,reel,2/2/2025 6:00,149,8,#GalaxyS25  
02689206446255298_8352168920,carousel,1/26/2025 21:00,153,5,#GalaxyS25  
00985173339407603_9295925371,carousel,1/1/2025 6:00,316,6,#GalaxyS25  
28095058882559261_1953609032,image,12/13/2024 21:00,206,9,#GalaxyS25  
43677276374340789_3578509569,image,1/31/2025 18:00,98,3,#GalaxyS25  
96072913351594806_3125781832,image,2/12/2025 11:00,360,11,#GalaxyS25  
11669076418304719_8101821024,carousel,12/20/2024 15:00,76,4,#GalaxyS25  
44703750736366202_1760934766,reel,11/28/2024 3:00,123,3,#GalaxyS25  
22189849694806447_2999488255,carousel,2/18/2025 16:00,94,3,#GalaxyS25  
