id,media_type,timestamp,like_count,comments_count,hashtag
05443569228585326_3566139373,image,5/9/2025 1:00,79,3,#GalaxyS25Edge 
48413250525659347_7291319487,image,5/5/2025 6:00,261,8,#GalaxyS25Edge 
03423150314833887_8884222954,reel,5/8/2025 21:00,308,15,#GalaxyS25Edge 
29371242869931115_9582487927,image,5/10/2025 17:00,204,8,#GalaxyS25Edge 
82258304776041163_3911338580,reel,4/7/2025 18:00,131,3,#GalaxyS25Edge 
82058160800875043_5531213162,image,3/25/2025 1:00,277,2,#GalaxyS25Edge 
82289373026650627_5180494941,carousel,4/23/2025 15:00,322,15,#GalaxyS25Edge 
89098937611679570_6215898764,image,3/31/2025 12:00,38,1,#GalaxyS25Edge 
44362398214748463_5473672532,carousel,6/1/2025 15:00,106,2,#GalaxyS25Edge 
09782193970701025_8912706809,carousel,5/18/2025 23:00,689,23,#GalaxyS25Edge 
29093587360949007_2271006239,carousel,5/20/2025 1:00,442,17,#GalaxyS25Edge 
86104836212499233_0972591765,carousel,3/30/2025 10:00,401,9,#GalaxyS25Edge 
78438118593934885_5355122008,reel,5/6/2025 9:00,78,0,#GalaxyS25Edge 
24233565591933968_2633768196,image,3/18/2025 7:00,890,21,#GalaxyS25Edge 
57077512890821717_5797494932,image,4/7/2025 8:00,37,1,#GalaxyS25Edge 
58488473472123290_5632029830,reel,5/26/2025 23:00,134,4,#GalaxyS25Edge 
02777626095342059_1722574219,carousel,5/12/2025 12:00,207,6,#GalaxyS25Edge 
22189499500396345_8813967302,image,5/31/2025 15:00,142,0,#GalaxyS25Edge 
97672568192734304_0704083048,image,6/3/2025 16:00,192,9,#GalaxyS25Edge 
29654461907808487_6506626959,image,3/15/2025 15:00,29,0,#GalaxyS25Edge 
15021398639648756_9281377612,carousel,5/11/2025 21:00,163,4,#GalaxyS25Edge 
19098071644489821_2056308867,image,4/29/2025 21:00,954,25,#GalaxyS25Edge 
76589523038245139_2394989877,image,4/27/2025 16:00,817,25,#GalaxyS25Edge 
09562870779624326_3864922090,image,6/11/2025 14:00,111,5,#GalaxyS25Edge 
64112097417468690_5485670500,carousel,6/3/2025 14:00,225,6,#GalaxyS25Edge 
26654388249377629_0188424095,reel,3/20/2025 15:00,621,14,#GalaxyS25Edge 
24000891170372281_6814043552,reel,5/14/2025 10:00,201,0,#GalaxyS25Edge 
24223150065700971_4984548343,reel,3/25/2025 9:00,190,3,#GalaxyS25Edge 
18588861264974752_7884002817,image,5/19/2025 12:00,935,23,#GalaxyS25Edge 
28980236193781356_6291466516,carousel,3/17/2025 20:00,289,3,#GalaxyS25Edge 
85028499301197762_6106573100,image,5/17/2025 20:00,78,2,#GalaxyS25Edge 
36857102857234395_8917554753,carousel,5/25/2025 21:00,442,11,#GalaxyS25Edge 
17455758985947439_9074275132,reel,5/30/2025 10:00,139,5,#GalaxyS25Edge 
97523656730997536_2268411418,carousel,5/3/2025 9:00,865,29,#GalaxyS25Edge 
87194951945154544_1073460407,carousel,4/21/2025 8:00,169,7,#GalaxyS25Edge 
60060726296983231_1506934473,carousel,5/29/2025 2:00,181,3,#GalaxyS25Edge 
35226973589719210_9868712729,reel,5/22/2025 4:00,75,2,#GalaxyS25Edge 
52612275140416009_1974377429,reel,3/23/2025,462,24,#GalaxyS25Edge 
66600732920728248_2332434030,reel,3/23/2025 12:00,141,4,#GalaxyS25Edge 
50364402598745264_5592435991,carousel,3/22/2025 19:00,649,19,#GalaxyS25Edge 
99227991310837951_5828257617,image,3/23/2025 20:00,41,2,#GalaxyS25Edge 
00738509671753909_5905715375,carousel,6/5/2025 1:00,220,8,#GalaxyS25Edge 
80455771372993492_8203688177,carousel,5/20/2025 15:00,302,4,#GalaxyS25Edge 
25792944907933528_1329376830,carousel,5/3/2025 23:00,152,9,#GalaxyS25Edge 
11809194766098078_7184117615,carousel,5/14/2025 1:00,50,2,#GalaxyS25Edge 
08838209839649420_9708581774,reel,4/17/2025 1:00,142,8,#GalaxyS25Edge 
59504660488447704_5927940589,image,5/7/2025 10:00,131,1,#GalaxyS25Edge 
07885174863645547_8344131282,image,5/5/2025 23:00,195,11,#GalaxyS25Edge 
97739968613816031_7338302866,image,5/17/2025 20:00,94,3,#GalaxyS25Edge 
35443439320673089_7394676418,reel,6/3/2025 4:00,669,24,#GalaxyS25Edge 
35478367591749212_8008923854,reel,3/15/2025 9:00,226,7,#GalaxyS25Edge 
43841112552447022_8865509204,image,4/21/2025 16:00,151,7,#GalaxyS25Edge 
44825945262385951_0686972676,reel,5/16/2025 8:00,59,0,#GalaxyS25Edge 
61127743485684556_9729488825,image,5/18/2025,256,7,#GalaxyS25Edge 
66762377700264258_8251795727,carousel,4/1/2025 23:00,107,1,#GalaxyS25Edge 
05161864421000809_1130586936,image,3/25/2025 22:00,50,1,#GalaxyS25Edge 
14868562224443251_8764865679,image,3/25/2025 8:00,236,5,#GalaxyS25Edge 
31686862676419278_7897383612,carousel,5/8/2025 15:00,114,7,#GalaxyS25Edge 
32198398592117699_1940612261,image,6/12/2025 23:00,333,7,#GalaxyS25Edge 
34080991006601042_4544125920,image,6/12/2025 15:00,647,15,#GalaxyS25Edge 
15310093705541498_0486124505,image,3/26/2025 16:00,62,1,#GalaxyS25Edge 
71888333780805031_3624769624,image,3/28/2025 10:00,447,16,#GalaxyS25Edge 
02624010147835625_0541223253,reel,5/27/2025 8:00,585,20,#GalaxyS25Edge 
62526787061547793_5721009612,image,6/7/2025 3:00,54,1,#GalaxyS25Edge 
43892637302936526_8982568873,carousel,5/15/2025 10:00,240,4,#GalaxyS25Edge 
09152856305145886_0708638212,carousel,4/8/2025 1:00,326,11,#GalaxyS25Edge 
18195818638818341_3722632576,carousel,5/20/2025,330,12,#GalaxyS25Edge 
84667045275532704_2136371029,image,3/21/2025 5:00,610,18,#GalaxyS25Edge 
36341339593187867_4428920012,image,5/2/2025 19:00,102,3,#GalaxyS25Edge 
34981169589654772_2799487652,carousel,5/15/2025 19:00,28,2,#GalaxyS25Edge 
20220817371089711_3459333415,image,5/9/2025 1:00,61,0,#GalaxyS25Edge 
10845816834851396_8056952910,image,5/8/2025 1:00,537,17,#GalaxyS25Edge 
27630120391260115_8333621139,image,4/11/2025,531,16,#GalaxyS25Edge 
70309344937702952_4034945382,reel,4/24/2025 14:00,230,4,#GalaxyS25Edge 
23013426850638414_6516719192,image,4/4/2025 18:00,441,10,#GalaxyS25Edge 
10867399913785574_7897691539,carousel,4/30/2025 15:00,321,15,#GalaxyS25Edge 
04135410642306316_3589866119,carousel,4/20/2025 12:00,511,16,#GalaxyS25Edge 
24576262368750453_9897106359,image,4/2/2025 15:00,90,0,#GalaxyS25Edge 
71564531099590007_2714858684,reel,5/28/2025 22:00,187,3,#GalaxyS25Edge 
15698643085264190_0296131999,carousel,4/29/2025 9:00,186,7,#GalaxyS25Edge 
18339364209465105_0879710243,image,6/5/2025 15:00,1999,79,#GalaxyS25Edge 
22594483602362564_7567855640,reel,4/5/2025 4:00,894,27,#GalaxyS25Edge 
72187359078574240_6223782483,carousel,5/30/2025 16:00,659,0,#GalaxyS25Edge 
31932859780418239_2744690852,image,4/25/2025 18:00,115,3,#GalaxyS25Edge 
93073918681943214_7242867626,reel,5/17/2025 6:00,83,1,#GalaxyS25Edge 
88997087529271541_9001949184,reel,4/9/2025 6:00,173,3,#GalaxyS25Edge 
86120572671553721_5428511925,image,3/21/2025 14:00,216,3,#GalaxyS25Edge 
38337304356304674_4959097781,image,4/2/2025 18:00,42,3,#GalaxyS25Edge 
51316169891186349_2204680696,carousel,5/9/2025 9:00,261,5,#GalaxyS25Edge 
12428350409835295_2086083813,image,4/25/2025 17:00,51,0,#GalaxyS25Edge 
35555707577713119_4534695661,image,5/11/2025 3:00,183,4,#GalaxyS25Edge 
86233497843762800_5655723903,reel,3/30/2025 11:00,77,2,#GalaxyS25Edge 
20689859169271534_7510727923,image,6/10/2025 14:00,713,20,#GalaxyS25Edge 
25863988348334391_8992245658,image,6/11/2025,343,14,#GalaxyS25Edge 
16683738978059535_6579961106,reel,4/30/2025 6:00,38,0,#GalaxyS25Edge 
42476641281391433_1445673278,reel,5/10/2025 7:00,137,2,#GalaxyS25Edge 
16020457822209517_9137931739,image,3/26/2025 5:00,412,8,#GalaxyS25Edge 
61676588048734653_5567423796,reel,6/3/2025 9:00,146,5,#GalaxyS25Edge 
94449252343271426_9713406681,carousel,4/6/2025 13:00,124,1,#GalaxyS25Edge 
43680760987872567_4385361636,reel,5/12/2025 5:00,242,4,#GalaxyS25Edge 
14359031598857871_1402542993,carousel,3/19/2025 23:00,84,2,#GalaxyS25Edge 
41108607502927128_9183124984,image,5/6/2025 5:00,317,9,#GalaxyS25Edge 
54815750664954199_2674152264,image,5/5/2025 6:00,809,25,#GalaxyS25Edge 
83515717116959759_4229499673,reel,6/8/2025 4:00,178,1,#GalaxyS25Edge 
44701998226481169_2547564337,reel,4/20/2025,289,15,#GalaxyS25Edge 
82420149703732786_3532727715,carousel,6/11/2025 8:00,40,1,#GalaxyS25Edge 
27219751255589011_8882365637,image,5/6/2025 9:00,111,3,#GalaxyS25Edge 
39178364879596767_2644184014,image,5/21/2025 23:00,109,4,#GalaxyS25Edge 
05641622682155640_6596326883,carousel,5/14/2025 1:00,43,0,#GalaxyS25Edge 
10786992324352614_8976226317,reel,5/19/2025 19:00,100,6,#GalaxyS25Edge 
85149357535556532_8741044772,reel,3/29/2025 4:00,495,16,#GalaxyS25Edge 
64016687694513198_1030373642,reel,4/12/2025 11:00,132,4,#GalaxyS25Edge 
67385784759811286_5923697546,carousel,5/31/2025 7:00,384,9,#GalaxyS25Edge 
21596852148267015_4343616628,carousel,3/29/2025 17:00,304,9,#GalaxyS25Edge 
89733171541380123_7807012624,image,5/31/2025 5:00,205,7,#GalaxyS25Edge 
57201494591847350_6058166147,image,4/20/2025 20:00,197,5,#GalaxyS25Edge 
36258696000723158_6966327874,carousel,5/16/2025 12:00,121,5,#GalaxyS25Edge 
04295388801771240_6663147556,reel,4/26/2025 10:00,674,25,#GalaxyS25Edge 
50488802563373197_9707177535,image,6/2/2025 9:00,184,7,#GalaxyS25Edge 
55904698988410950_9808659974,reel,5/25/2025 23:00,258,8,#GalaxyS25Edge 
31593640515044516_0298262189,reel,6/6/2025 23:00,177,5,#GalaxyS25Edge 
36922133429735443_4771093595,reel,3/25/2025 6:00,692,20,#GalaxyS25Edge 
21999795519042780_9811535646,reel,4/3/2025 15:00,79,1,#GalaxyS25Edge 
52249172035675450_1666239478,image,5/7/2025 21:00,324,15,#GalaxyS25Edge 
62242628203407492_0795833058,carousel,4/24/2025 16:00,346,10,#GalaxyS25Edge 
55105439689779999_0095641557,carousel,5/11/2025 20:00,257,9,#GalaxyS25Edge 
26018144113113650_6251162380,carousel,4/25/2025 11:00,109,5,#GalaxyS25Edge 
06150133573242342_0453171683,image,4/21/2025 8:00,94,3,#GalaxyS25Edge 
73326358394610357_8600335670,image,5/30/2025 1:00,109,3,#GalaxyS25Edge 
29119083454368165_4967992342,reel,3/28/2025 22:00,236,3,#GalaxyS25Edge 
32765211526856012_4919565461,carousel,4/11/2025 20:00,376,11,#GalaxyS25Edge 
47100967199747386_3562537965,carousel,5/6/2025 3:00,75,4,#GalaxyS25Edge 
88836469196013035_0596088157,carousel,6/3/2025 13:00,963,36,#GalaxyS25Edge 
72176420659954585_0658696573,image,5/28/2025 22:00,320,18,#GalaxyS25Edge 
76383472224617317_1111205876,image,3/17/2025,76,1,#GalaxyS25Edge 
77599703566846899_7343503331,image,4/3/2025,144,7,#GalaxyS25Edge 
91156812171102915_5430496329,reel,5/18/2025 3:00,126,3,#GalaxyS25Edge 
77635558890243822_7688445030,carousel,4/20/2025 14:00,70,2,#GalaxyS25Edge 
87539544631135414_0312517505,carousel,4/27/2025 23:00,327,3,#GalaxyS25Edge 
49976931155558514_9253217842,image,5/7/2025 12:00,32,1,#GalaxyS25Edge 
44808762764297818_4647318353,reel,4/13/2025 19:00,456,0,#GalaxyS25Edge 
60251026855932932_6859574752,carousel,5/6/2025 9:00,67,2,#GalaxyS25Edge 
16869441288007874_6750816283,reel,4/18/2025 20:00,884,22,#GalaxyS25Edge 
69185871439811898_1886086617,image,4/2/2025 13:00,135,3,#GalaxyS25Edge 
48748222759758421_4678964243,carousel,3/17/2025 13:00,479,19,#GalaxyS25Edge 
48154348422788325_2766876257,carousel,5/5/2025 7:00,0,16,#GalaxyS25Edge 
05134109628190481_4196581737,image,3/18/2025 2:00,290,7,#GalaxyS25Edge 
46517824205429402_1387211836,carousel,3/19/2025 16:00,370,9,#GalaxyS25Edge 
24130443981033698_2527890134,carousel,3/20/2025 9:00,309,9,#GalaxyS25Edge 
59144421981101357_9613781886,image,3/31/2025 4:00,309,11,#GalaxyS25Edge 
65322625391160845_1981864092,carousel,3/17/2025 19:00,199,5,#GalaxyS25Edge 
75665690885055607_2526307471,carousel,4/24/2025 18:00,611,21,#GalaxyS25Edge 
94135478144931176_1935971894,image,3/28/2025 21:00,464,15,#GalaxyS25Edge 
07916832510598115_3690042364,image,5/20/2025 14:00,238,5,#GalaxyS25Edge 
49364112115287466_3143520526,reel,4/1/2025 10:00,32,1,#GalaxyS25Edge 
55404720441692643_5281285447,image,6/11/2025 2:00,474,8,#GalaxyS25Edge 
34193153415851453_2112792787,carousel,4/9/2025 15:00,221,0,#GalaxyS25Edge 
90776301362736825_4059216084,image,4/21/2025 19:00,59,2,#GalaxyS25Edge 
55420956017346659_1884230578,image,6/1/2025 5:00,85,3,#GalaxyS25Edge 
47627768269138517_5322660463,carousel,6/9/2025 1:00,253,7,#GalaxyS25Edge 
41616046663251396_0198410248,image,5/27/2025 14:00,276,10,#GalaxyS25Edge 
01849931454920549_6619248641,carousel,5/17/2025 17:00,374,14,#GalaxyS25Edge 
02154118887506093_6857472591,carousel,4/5/2025 3:00,173,6,#GalaxyS25Edge 
86858117281536249_3477851499,image,5/22/2025 20:00,306,5,#GalaxyS25Edge 
01767355327791780_1393202606,carousel,5/18/2025 23:00,58,2,#GalaxyS25Edge 
82748740352644627_7384497128,carousel,4/10/2025 6:00,211,4,#GalaxyS25Edge 
12853558599822169_0519733805,image,5/27/2025 19:00,138,4,#GalaxyS25Edge 
15790114423422121_9802775970,carousel,5/6/2025,418,16,#GalaxyS25Edge 
86108832058936170_5984863245,image,5/18/2025 6:00,261,5,#GalaxyS25Edge 
06111990063378077_6991291245,image,3/27/2025 2:00,77,5,#GalaxyS25Edge 
90122637798910088_9059948143,image,5/26/2025 19:00,175,4,#GalaxyS25Edge 
01736501566049381_1105872457,reel,5/30/2025 10:00,51,2,#GalaxyS25Edge 
19882778355368084_9103619623,image,5/3/2025 1:00,1921,53,#GalaxyS25Edge 
45100358665700182_3676902748,image,6/10/2025 23:00,338,15,#GalaxyS25Edge 
82892167315034045_2254646017,image,4/9/2025 4:00,786,37,#GalaxyS25Edge 
76679647721166777_0023084969,image,4/22/2025 13:00,567,9,#GalaxyS25Edge 
74115487175115186_8689268260,image,3/27/2025 5:00,106,4,#GalaxyS25Edge 
41257453303361628_9383023641,carousel,5/7/2025 4:00,633,15,#GalaxyS25Edge 
40321734638926944_1813802459,carousel,6/12/2025 16:00,221,6,#GalaxyS25Edge 
37194612578622208_8860842233,reel,4/5/2025 6:00,133,3,#GalaxyS25Edge 
76345971821079399_8723982177,image,6/4/2025 11:00,90,2,#GalaxyS25Edge 
59106912960230817_0111878881,carousel,6/10/2025 14:00,405,14,#GalaxyS25Edge 
03259137307787419_5269350058,reel,5/4/2025 16:00,299,12,#GalaxyS25Edge 
11434555982082298_0664153687,image,4/26/2025 7:00,276,9,#GalaxyS25Edge 
86648052921724823_9370061124,image,6/12/2025,319,0,#GalaxyS25Edge 
87294790505881850_7182175865,reel,4/26/2025 21:00,516,18,#GalaxyS25Edge 
85440999904415092_0952882648,image,4/19/2025 13:00,217,4,#GalaxyS25Edge 
31188213539519383_8497050512,image,4/14/2025 9:00,75,6,#GalaxyS25Edge 
59419574813504439_1382309334,carousel,5/14/2025 13:00,279,12,#GalaxyS25Edge 
74625271383498250_3610677312,reel,5/18/2025 22:00,268,7,#GalaxyS25Edge 
70020196423863720_3603192310,carousel,4/22/2025 13:00,49,0,#GalaxyS25Edge 
11582536268851271_6348229005,reel,5/24/2025,390,0,#GalaxyS25Edge 
97837332736744590_0548940163,carousel,4/7/2025 13:00,137,9,#GalaxyS25Edge 
87289319319748918_4267940176,reel,5/19/2025 19:00,63,2,#GalaxyS25Edge 
93953616408300234_3090019513,carousel,5/20/2025 9:00,786,23,#GalaxyS25Edge 
93901759483547567_1892209410,carousel,4/25/2025,232,1,#GalaxyS25Edge 
58498077410711790_6805770668,carousel,5/14/2025 22:00,322,10,#GalaxyS25Edge 
43988665038566138_3531988913,image,4/17/2025 23:00,92,4,#GalaxyS25Edge 
71702421354112776_4653220000,image,4/9/2025 18:00,327,5,#GalaxyS25Edge 
78895871370192708_2718670997,carousel,3/30/2025 9:00,65,0,#GalaxyS25Edge 
62030832596210857_5256027338,image,5/21/2025 1:00,365,10,#GalaxyS25Edge 
87413083809092294_5194874649,image,4/10/2025 14:00,177,4,#GalaxyS25Edge 
90624309023896168_5192469316,carousel,3/27/2025 20:00,370,9,#GalaxyS25Edge 
59386514574546021_5262471183,reel,4/18/2025 20:00,365,5,#GalaxyS25Edge 
10898610494130398_9816649946,carousel,6/2/2025 16:00,114,3,#GalaxyS25Edge 
60106212111782819_0888256188,reel,5/8/2025 22:00,126,2,#GalaxyS25Edge 
50355775574878718_3912943737,carousel,5/26/2025 7:00,35,0,#GalaxyS25Edge 
48880806336221063_6402773125,carousel,4/16/2025 13:00,267,7,#GalaxyS25Edge 
59045188479056087_3355052391,reel,3/29/2025 16:00,30,1,#GalaxyS25Edge 
21380089562896618_4405418122,carousel,5/21/2025 8:00,101,4,#GalaxyS25Edge 
44630585989845276_2808069580,carousel,5/15/2025 13:00,126,4,#GalaxyS25Edge 
10953719419197720_7887702378,carousel,4/29/2025 1:00,681,24,#GalaxyS25Edge 
11699670697492267_0632249700,image,3/25/2025 7:00,142,2,#GalaxyS25Edge 
32472076967659942_3142222849,reel,4/4/2025 22:00,88,3,#GalaxyS25Edge 
87440549073111826_1331333020,carousel,5/3/2025 7:00,240,8,#GalaxyS25Edge 
24093189851596972_4624129946,image,3/28/2025 20:00,163,9,#GalaxyS25Edge 
76420476499873263_0520613235,reel,5/1/2025 10:00,276,11,#GalaxyS25Edge 
44214480318364265_9746382624,reel,4/3/2025 13:00,717,21,#GalaxyS25Edge 
36358545906743022_3915696124,carousel,6/8/2025 9:00,1097,35,#GalaxyS25Edge 
21463507911144437_6531056933,carousel,4/8/2025 19:00,101,6,#GalaxyS25Edge 
92628478794014389_7374845189,reel,5/22/2025 4:00,126,5,#GalaxyS25Edge 
11225579134153361_9665545357,image,3/28/2025 10:00,118,3,#GalaxyS25Edge 
25077353258747355_2366842488,carousel,5/11/2025 12:00,331,8,#GalaxyS25Edge 
72615891798596630_2099337779,reel,3/26/2025 11:00,208,7,#GalaxyS25Edge 
96330598887445188_0205579765,image,3/31/2025 6:00,252,12,#GalaxyS25Edge 
37012241432992898_4278164376,reel,5/27/2025 20:00,328,0,#GalaxyS25Edge 
08765894171297664_7325683295,reel,3/29/2025 18:00,231,8,#GalaxyS25Edge 
67760897307664905_4754645470,image,5/1/2025 13:00,408,15,#GalaxyS25Edge 
01668346551585911_7283085357,image,3/30/2025 15:00,120,5,#GalaxyS25Edge 
13855200086271478_8968522231,image,5/3/2025 21:00,182,4,#GalaxyS25Edge 
35466140319214029_1421797148,image,5/8/2025 17:00,574,23,#GalaxyS25Edge 
35139223406327118_5659582239,reel,4/17/2025 9:00,116,4,#GalaxyS25Edge 
04697615765849213_3574748186,reel,5/15/2025 21:00,479,16,#GalaxyS25Edge 
87390316700530467_0851731608,image,4/10/2025,125,1,#GalaxyS25Edge 
96489274185478442_6476289441,carousel,4/17/2025 15:00,114,4,#GalaxyS25Edge 
13652209100558061_7580030390,image,5/29/2025 2:00,70,2,#GalaxyS25Edge 
54284390365604936_5969611320,reel,5/17/2025 7:00,423,0,#GalaxyS25Edge 
61735550650699177_8135530303,reel,3/23/2025 23:00,566,18,#GalaxyS25Edge 
76555248531931958_3190956142,reel,5/8/2025 12:00,123,8,#GalaxyS25Edge 
46862217694032110_1526289799,carousel,3/25/2025 11:00,548,20,#GalaxyS25Edge 
36302700487159936_8176385298,image,4/5/2025 13:00,47,0,#GalaxyS25Edge 
69005646367370787_9239868429,image,4/12/2025 16:00,197,2,#GalaxyS25Edge 
66084646663711263_6376687800,carousel,5/12/2025 17:00,540,12,#GalaxyS25Edge 
40656499316168304_5974113968,reel,5/8/2025 16:00,85,2,#GalaxyS25Edge 
29335772245155226_6559308456,reel,5/26/2025 9:00,111,2,#GalaxyS25Edge 
28945371649896260_9278891491,image,5/17/2025 23:00,89,4,#GalaxyS25Edge 
13528935036964864_6617060714,reel,6/2/2025 23:00,107,6,#GalaxyS25Edge 
16805232552159817_2646783750,carousel,4/13/2025 7:00,214,8,#GalaxyS25Edge 
13736267675750691_5731525858,carousel,5/26/2025 3:00,655,23,#GalaxyS25Edge 
16519269851716189_3469503261,image,5/22/2025 6:00,253,8,#GalaxyS25Edge 
10185638235664417_1444439949,image,4/9/2025 18:00,47,1,#GalaxyS25Edge 
06065890394841967_0493169287,reel,5/20/2025 9:00,207,7,#GalaxyS25Edge 
62198511771535491_3691162876,reel,5/18/2025 6:00,90,1,#GalaxyS25Edge 
42178367122263118_7232755851,image,6/10/2025 17:00,230,5,#GalaxyS25Edge 
43967301207745437_6443798299,carousel,6/5/2025 5:00,142,3,#GalaxyS25Edge 
52433590114968139_7389126719,reel,6/8/2025 21:00,425,14,#GalaxyS25Edge 
50498300585603043_1609149496,carousel,4/6/2025 4:00,68,1,#GalaxyS25Edge 
47836771242131430_3769540665,carousel,4/20/2025 5:00,77,2,#GalaxyS25Edge 
01443005508104178_2549955619,reel,5/15/2025 15:00,201,4,#GalaxyS25Edge 
63363591607351315_7372479270,reel,4/2/2025 4:00,80,2,#GalaxyS25Edge 
12194932598039383_8656457008,image,5/23/2025 17:00,184,9,#GalaxyS25Edge 
89049647989010641_4164612815,carousel,3/22/2025 23:00,77,4,#GalaxyS25Edge 
51943149085767512_8048311371,reel,3/27/2025 16:00,164,8,#GalaxyS25Edge 
19137704891739848_5020792618,reel,6/3/2025 22:00,152,8,#GalaxyS25Edge 
13700104873372659_6454523793,carousel,5/2/2025 3:00,172,0,#GalaxyS25Edge 
