Date_,Close_005930.KS,Close_AAPL,Close_GOOGL,High_005930.KS,High_AAPL,High_GOOGL,Low_005930.KS,Low_AAPL,Low_GOOGL,Open_005930.KS,Open_AAPL,Open_GOOGL,Volume_005930.KS,Volume_AAPL,Volume_GOOGL
2024-12-16,54057.48828125,249.67608642578125,195.75498962402344,55029.745264725716,250.01425073054844,198.08421748080238,53668.58548785971,246.3045049916291,191.733572884141,54738.06816968301,246.6426692963963,191.98242240358925,15277277.0,51694800.0,44934900.0
2024-12-17,52696.32421875,252.10284423828125,194.5207061767578,53668.58112315498,252.45094876599273,200.4930951236226,52501.87283786901,248.42294929569397,194.08272855714978,53182.452670952494,248.7213224371769,196.34228662818003,20215230.0,51356400.0,43504000.0
2024-12-18,53376.90625,246.7023468017578,187.53298950195312,53863.03472222222,252.89849494785605,196.09341894237798,52501.875,246.39403346062903,186.87603832190538,52599.100694444445,250.7900177691265,194.32161160052223,13698937.0,56774100.0,34166100.0
2024-12-19,51626.83984375,248.43289184570312,187.64248657226562,52307.41965336629,250.63089166027345,192.1416901461699,51626.83984375,245.74756389880645,187.513095150107,52015.742592102164,246.15534002348284,190.748138909751,22481925.0,60882300.0,32265200.0
2024-12-20,51529.6171875,253.10736083984375,190.52915954589844,51626.8428803066,253.6145845456153,192.00234452424112,50460.134566627356,244.35516822034685,184.36764269628742,51237.940109080184,246.69239156062656,184.92506321844033,24674774.0,147495300.0,63462900.0
2024-12-23,52015.74609375,253.88311767578125,193.73434448242188,52501.87456191589,254.26104280923545,194.20218282242337,51821.29470648364,252.07299848460428,189.2749498878787,51918.520400116824,253.38583418491564,191.73358450411797,13672650.0,40858800.0,25675000.0
2024-12-24,52890.7734375,256.7972412109375,195.20753479003906,52987.999123965994,256.80716624287646,195.20753479003906,52112.967945772056,253.90303208844082,192.8882552424337,52210.19363223805,254.101957652135,193.9433748674021,11634677.0,23234700.0,10403300.0
2024-12-26,52112.97265625,257.61273193359375,194.69989013671875,53085.22960879198,258.6868812844183,195.84459196860374,52015.746960995806,256.23029959445824,193.48550314170072,52988.00391353778,256.78725468311694,194.25194880473947,10517075.0,27237100.0,12046600.0
2024-12-27,52566.1953125,254.20135498046875,191.87294006347656,52957.74983996741,257.29447387899233,194.42117206113832,52076.75215316573,251.68510189149424,189.77264937982267,52370.41804876629,256.4291751646687,194.05286442098586,10747196.0,42355300.0,18891400.0
2024-12-30,52076.75,250.82977294921875,190.35995483398438,52859.85902255639,252.1227129740064,191.66392402935992,51978.86137218045,249.3876539575231,188.2497003483825,52174.63862781955,250.85960874260036,188.92657901389887,12624702.0,35557500.0,14264700.0
2024-12-31,,249.05946350097656,188.42886352539062,,251.90392569582917,191.07662611886298,,248.07483671879714,187.6424905201336,,251.0684930674946,190.2006709297877,,39480700.0,17466900.0
2025-01-02,52272.53125,242.52517700195312,188.55825805664062,52468.308520599254,247.74665392379396,191.11643850843902,51195.75626170412,240.5062071395791,186.63714698089748,51587.310802902626,247.57756417344766,189.7726449747486,16630538.0,55740700.0,20370800.0
2025-01-03,53251.4140625,242.03782653808594,190.9073944091797,53936.634464039525,242.85336358935695,192.32087307336826,51685.19600183824,240.5758118291158,189.10572628313417,51685.19600183824,242.03782653808594,190.489329030918,19318046.0,40244100.0,18596200.0
2025-01-06,54719.75,243.66891479492188,195.96400451660156,55013.41592128801,245.98625772407811,197.3077979271175,53153.53175313059,241.87869116125097,192.9579134138766,53251.42039355993,242.98266113735735,193.0873048290289,19034284.0,45045600.0,29563600.0
2025-01-07,54230.3046875,240.89407348632812,194.59039306640625,56090.18878328068,244.215923537777,200.0750314967655,54230.3046875,240.0387452815234,193.70448930563006,55600.745600180504,241.6598791297847,196.20293323603758,17030235.0,40856000.0,26487200.0
2025-01-08,56090.18359375,241.38140869140625,193.05746459960938,56285.96084887653,242.38593107741448,195.38669258245946,53545.07927710515,238.74581220273618,191.49469743094454,53642.96790466842,240.6056476428208,191.683825506133,26593553.0,37628900.0,24864800.0
2025-01-09,54915.5234375,,,56481.7415747549,,,54915.5234375,,,56383.85294117647,,,24490592.0,,
2025-01-10,54132.4140625,235.5631866455078,191.15626525878906,55307.07765879295,238.85520080045117,195.61566016820694,54034.52542947559,231.73409784256125,189.4342306110514,54915.5231266953,238.70600665338932,193.40587493046604,16059223.0,61710900.0,26665200.0
2025-01-13,52957.75,233.12649536132812,190.1309814453125,53838.747689463955,233.39503269669683,190.3001972959748,52957.75,228.47192915300568,186.49778453538255,53447.19316081331,232.2612269401141,189.19532001022134,16868600.0,49630700.0,21823700.0
2025-01-14,52761.97265625,232.01258850097656,188.78720092773438,53447.193080357145,234.8371551382162,191.09651654383717,52566.195392219386,231.20699165927476,187.44340746260227,53055.63855229592,233.47460320476435,190.3599316953501,17465926.0,39435300.0,17174900.0
2025-01-15,52566.1953125,236.57765197753906,194.65011596679688,53545.08163116853,237.66174156203553,195.45638605757955,52370.41804876629,233.15633900368562,190.97709427450172,52957.74983996741,233.36520475508792,192.20142977574318,18625025.0,39832000.0,21776000.0
2025-01-16,53153.52734375,227.0198516845703,192.0222625732422,53838.74776991252,236.7168796666606,194.5804279448186,52957.750079132136,226.79110553013876,191.92271668187493,53055.63871144107,236.06047699847062,193.2465980564925,18627298.0,71759100.0,17815400.0
2025-01-17,52566.1953125,228.7305145263672,195.09803771972656,52957.74983996741,231.0279618693864,196.3223731934333,52076.75215316573,227.2386640256131,192.85839187855623,52664.08394436685,230.85888730040747,195.6255975250055,18805344.0,68488300.0,27735100.0
2025-01-20,52272.53125,,,52761.97442649813,,,52174.64261470037,,,52468.308520599254,,,11822531.0,,
2025-01-21,52370.41796875,221.43040466308594,197.1385955810547,53153.52702248832,223.20073277609362,201.3590737795005,52174.64070531542,218.18812158355374,196.9594160260543,52566.19523218458,222.78301644137267,198.15390588987137,13535702.0,98070400.0,29971300.0
2025-01-22,53153.52734375,222.61392211914062,197.45712280273438,53251.41597605893,222.90233985709415,199.5574134711185,51978.86375604282,218.59586314481808,196.62099201618707,52272.52965296961,218.59586314481808,198.14394994474472,18341991.0,64126500.0,26200600.0
2025-01-23,52566.1953125,222.44485473632812,197.0689239501953,52957.74983996741,225.7965406078772,199.3782549776066,52370.41804876629,221.09224303438072,194.30171827365388,52566.1953125,223.51898889751178,197.22819130144518,15588067.0,60234800.0,26951400.0
2025-01-24,52566.1953125,221.5696258544922,199.28866577148438,52664.08394436685,224.4041477572621,199.9754777209976,52076.75215316573,220.2070739772995,197.08882922694013,52468.30668063315,223.55875977197638,197.18837511510904,11867631.0,54697900.0,23877500.0
2025-01-27,,228.61117553710938,190.9272918701172,,230.888727332658,195.97396712425268,,222.76311661057002,189.8522601854155,,222.80290778981754,191.5245367578076,,94863400.0,41728900.0
2025-01-28,,236.9655303955078,194.40126037597656,,238.88505261672515,194.58042475121238,,229.5560092044273,189.80251062684363,,229.59580038333414,191.8629920734772,,75707600.0,24157900.0
2025-01-29,,238.05953979492188,194.5107421875,,238.5568232574634,195.88438120776217,,232.73860067537262,192.5398430560715,,232.84800364416722,194.66004582386458,,45486100.0,18218300.0
2025-01-30,,236.2991485595703,199.9456329345703,,239.48175963713217,200.4731927690754,,235.92122345328548,196.76036171060426,,237.3732826437262,197.0888449414686,,55658300.0,24354700.0
2025-01-31,51293.64453125,234.71780395507812,203.0811309814453,51880.976338859735,245.8470107317681,204.5344037474068,50608.42408903864,232.1717149504871,200.87134591508243,51097.867262046755,245.8470107317681,201.0704225036096,42186279.0,100959800.0,32001100.0
2025-02-03,49923.203125,226.77120971679688,200.30397033691406,50314.75765931373,230.5704628324937,202.81237798864086,49727.42585784314,224.47376244068877,199.17918072832174,50021.091758578434,228.7404632470789,199.76646200582942,32344897.0,73063300.0,27838300.0
2025-02-04,51587.3125,231.5352020263672,205.43028259277344,52468.31024667931,231.86341095944582,206.09719755510824,50412.64883776091,225.4186058340825,201.8767037764101,50510.537476280835,226.0153521080233,202.4540365472158,27214851.0,45067300.0,43856400.0
2025-02-05,51783.08984375,231.20700073242188,190.4495391845703,52664.087591564275,231.40591110501148,191.86300280413045,51685.20120510397,227.02982220448578,187.16472209106553,52468.31031427221,227.28840417126338,190.19074112078758,15974885.0,39620300.0,70373900.0
2025-02-06,52859.86328125,231.95289611816406,190.71827697753906,52859.86328125,232.52974674745317,191.21597601434,52076.754195601854,229.1780459389265,187.85152566522362,52272.53146701389,230.03337408912944,188.62793494754752,16466025.0,29925300.0,29297400.0
2025-02-07,52566.1953125,226.39328002929688,184.48707580566406,53055.63847183426,232.72866665415378,190.3001969256679,52468.30668063315,226.0252799376335,182.39674895869484,52761.972576233704,231.33627899238985,190.17080550398342,14476866.0,39707200.0,49315000.0
2025-02-10,54426.08203125,226.66209411621094,185.61187744140625,54719.74794149056,229.58933825388894,187.33391183220394,51783.08883908498,226.21404995469493,185.00468401733505,51880.97747583184,228.57377553913867,186.48783259444508,27577591.0,33115600.0,23105600.0
2025-02-11,54523.96484375,231.61053466796875,184.4671630859375,55111.29660149237,234.2092091135714,186.0797029719188,53838.744459717236,227.1400288616486,183.43194066911968,54328.18759116921,227.20971719471092,184.17848916278777,24596196.0,53718400.0,21239500.0
2025-02-12,54621.85546875,235.84210205078125,182.76502990722656,54719.74409862231,235.93172304376256,184.2581269278111,53349.30328040995,229.67896101319025,180.99322265788507,53936.63505964382,230.19670873650108,182.37682528941733,26428596.0,45243300.0,22072600.0
2025-02-13,54621.85546875,240.4818878173828,185.28341674804688,55209.18724798387,241.28837041996871,185.42277188580212,54426.078209005376,234.54775953627293,182.2972222059454,54915.52135836693,235.88194100703416,183.47179995722882,22448377.0,53614100.0,21402500.0
2025-02-14,54817.63671875,243.53854370117188,184.37759399414062,56090.18899972098,244.48441805735465,185.54220800020582,54817.63671875,239.9442089936196,183.4717932262479,54817.63671875,240.203075232316,184.20837813225802,23979779.0,40896200.0,20448400.0
2025-02-17,54817.63671875,,,55307.079903738835,,,54523.9708077567,,,54915.52535574776,,,11916027.0,,
2025-02-18,55698.6328125,243.4091339111328,182.92431640625,55992.298714850614,244.1160443880909,185.10424071494356,54719.74647133129,240.79054182412452,180.90365944170068,55013.4123736819,243.09051524526637,184.74589678490392,22131007.0,48822500.0,29916700.0
2025-02-19,57460.62890625,243.807373046875,184.4174041748047,57656.406176799406,244.94242536854557,184.6065322377559,56090.18801240417,242.10480216065562,182.74512752374517,56188.07664767888,243.5982928571997,183.22292953180167,25395151.0,32204200.0,19549400.0
2025-02-20,57166.95703125,244.76321411132812,183.71067810058594,57852.17740662457,245.70908851524857,184.4572267048234,56873.291156089464,243.2298884862767,181.87914917011352,57852.17740662457,243.87707690453925,183.9495791218272,21589059.0,32316900.0,20441500.0
2025-02-21,56971.1796875,244.48443603515625,178.83323669433594,57264.845562177834,247.61080936192474,184.48709094071828,55894.40481368127,244.15586625078134,178.255903940123,57166.95693728523,244.88269415360097,184.29796286054517,22198428.0,53197400.0,35199200.0
2025-02-24,56090.18359375,246.0277099609375,178.42510986328125,56481.73810400306,247.7800669312537,182.27729565940143,55992.29496618674,243.3593319822528,178.06676593885823,56090.18359375,243.86711335623195,181.15250613186586,14138471.0,51326400.0,29854200.0
2025-02-25,55992.30078125,245.9679718017578,174.61273193359375,56579.63260762674,248.91513366913293,177.91746089820734,55307.080317143795,243.84722519384715,173.88609557732903,55404.96895487325,246.92381259977986,177.22067008112575,14625181.0,48013300.0,41913400.0
2025-02-26,55404.96484375,239.3169403076172,171.93511962890625,55894.40799607995,243.91688660847365,175.26970953461128,54915.52169142006,238.09228223905913,170.79041782229913,55796.51936561396,243.26971340939616,174.26436286262216,18117091.0,44433600.0,35431300.0
2025-02-27,55111.296875,236.27024841308594,167.72457885742188,55894.40588920959,241.40786042901627,173.75668887755327,55013.4082482238,236.0312844149354,167.1671583548918,55307.0741285524,238.37109275336516,173.18931986196714,14975356.0,41153600.0,39991000.0
2025-02-28,53349.3046875,240.79052734375,169.49639892578125,54523.96827694954,241.03944246427386,169.82488214403156,53349.3046875,229.2010399398617,166.00255682205264,54230.302379587156,235.92174819400608,167.90375578067133,28036698.0,56833400.0,48130600.0
2025-03-03,,236.99705505371094,166.24143981933594,,242.97101773746803,172.57217267061702,,235.0853888180174,165.1664079930538,,240.74073286620586,171.13879690224084,,47184000.0,40770500.0
2025-03-04,53349.3046875,234.9061737060547,170.13343811035156,53838.74784977065,239.02822274747484,172.49252670098738,52664.084260321106,233.6615980851158,165.03700479811678,52761.97289277523,236.6784633674393,165.4749823837437,18553933.0,53798100.0,45388000.0
2025-03-05,52859.86328125,234.7169952392578,172.2238006591797,54230.30418113426,235.5234777567522,172.98029782260173,52859.86328125,228.23523611666363,168.28201710781593,53936.63827401621,234.3983766092207,169.73530516145718,16578817.0,47227600.0,30954900.0
2025-03-06,53153.52734375,234.30877685546875,171.556884765625,53349.304608367864,236.82779659290307,174.00555581661285,52859.861446823204,232.14819548977783,169.71539203178713,52957.750079132136,233.42263965762712,169.7452527625135,12258101.0,45170400.0,28302000.0
2025-03-07,52566.1953125,238.03256225585938,173.05990600585938,53055.63847183426,240.32256924437755,174.16479845161754,52272.52941689944,233.74125275300776,169.48643064283362,52370.41804876629,234.08974000390756,170.47186499407138,14274992.0,46273600.0,27385800.0
2025-03-10,52566.1953125,226.49285888671875,165.2968292236328,53642.97026303538,235.13520040766255,167.87789100205225,52370.41804876629,223.24701094546666,163.12436954047675,52370.41804876629,234.51788053236876,167.6785699397653,12921670.0,72071200.0,43604000.0
2025-03-11,52468.30859375,219.8816680908203,163.47314453125,52957.7517709305,224.85997074742775,166.17378667553444,51391.53360395289,216.5063794973434,160.81237268027317,51391.53360395289,222.83878108425105,164.34014854098334,17740891.0,76137400.0,39587400.0
2025-03-12,53740.86328125,216.0384063720703,166.5325469970703,54132.41784067623,220.78771110845915,167.06071434970798,52468.31096311475,213.9773970817033,162.96491596959018,52664.08824282787,219.18469713036333,166.00437964443265,17973221.0,62547500.0,28372400.0
2025-03-13,53545.08203125,208.7700958251953,162.19760131835938,54719.74562242916,215.89902897504837,165.55596711984276,53055.638868258684,207.51556900756947,161.5498533800482,54621.8569898309,215.01289169752292,165.4662665449778,24132151.0,61368300.0,31756200.0
2025-03-14,53545.08203125,212.56356811523438,164.91815185546875,53936.636561643056,213.0215634427817,165.91469633780176,53251.41613345521,208.67053186821337,161.88864811378173,53349.30476605348,210.33328309966757,162.70582188820455,10845154.0,60107600.0,31995900.0
2025-03-17,56383.8515625,213.0713348388672,163.7222900390625,56579.6288248698,214.28604179494317,165.72535422603255,54230.3016764323,209.05882446828872,163.10443731189008,54328.19030761719,212.3843267022667,164.45973844695973,35559021.0,48073400.0,31184300.0
2025-03-18,56383.8515625,211.7670135498047,160.11480712890625,57754.29239908855,214.21632963340127,163.68243835584954,56090.18566894531,210.57222410469132,156.17845929337233,57558.51513671875,213.23063555765447,163.11440067725707,28138594.0,42432400.0,42074800.0
2025-03-19,57264.85546875,214.30596923828125,163.3236846923828,57950.07596153846,217.8106832228152,165.2968386316175,56188.08040865384,212.8224296395377,160.44367156873926,56188.08040865384,213.29039128502816,161.20103994792456,29421759.0,54385400.0,34275600.0
2025-03-20,58928.953125,213.17091369628906,162.23744201660156,59026.84175145349,216.5462020975973,164.3202162999389,57264.846475290695,211.29906714235267,160.40380384962694,57950.066860465115,213.0613904363763,161.01169658179438,34989004.0,48862900.0,28138500.0
2025-03-21,60397.2890625,217.32281494140625,163.42333984375,60397.2890625,217.89033350890864,163.67247597151626,59124.73678079417,210.36314278996363,160.33404577702316,59614.17996606564,210.64192650603025,160.65294731947398,40155612.0,94127800.0,36625800.0
2025-03-24,59222.62109375,219.7721405029297,167.1005859375,60299.39602272727,220.5188858867363,167.7383890591239,59222.62109375,217.63147647971348,164.56936942432435,59907.841503099175,220.04097309502072,166.492708348571,14088094.0,44299500.0,30879100.0
2025-03-25,58537.40234375,222.77903747558594,169.97064208984375,59809.954568614135,223.12752472855482,170.04040750974747,58243.73644570443,219.1249652538438,167.73839194994267,59614.17730325042,219.81197343150768,168.39609981984145,17259455.0,34493600.0,24174400.0
2025-03-26,60103.6171875,220.56866455078125,164.4896240234375,60103.6171875,224.04352508950674,169.02390429945322,58439.510522699515,219.51326687455483,164.27038302856647,58537.39915004072,222.5400680439697,168.41601157841293,16431645.0,34466100.0,28901600.0
2025-03-27,60495.17578125,222.87860107421875,161.67938232421875,60690.953049150485,224.0136533961419,164.84838647984,59516.289441747576,219.6028696378956,161.44020617422274,59614.17807569782,220.4292696466093,164.06112302928733,20389790.0,37094800.0,24508300.0
2025-03-28,59279.06640625,216.9544219970703,153.7967071533203,60165.298296044435,222.8387793372666,161.26083057547865,59082.12598629569,216.73537546649092,153.09912907789933,59771.4174561358,220.7080664246457,159.935424629148,16282514.0,39818600.0,48669300.0
2025-03-31,56915.78515625,221.1660614013672,154.10565185546875,58786.71927038279,224.6409066608951,155.00253588696825,56915.78515625,215.29165561007284,150.13940872047658,58589.778837316175,216.0682695484103,152.58093987828155,17633494.0,65299300.0,54603500.0
2025-04-01,57900.48828125,222.22146606445312,156.52725219726562,58688.25002657313,222.70932997882656,157.55369181763876,57014.25631776148,217.95007407622174,153.0891615011919,57802.01806308461,218.85612876373423,153.0891615011919,13841706.0,36412700.0,30672900.0
2025-04-02,57900.48828125,222.91842651367188,156.49734497070312,58491.309590242345,224.21278818927524,157.86262130532444,57408.13719042304,220.06088576879955,154.1654344397735,57900.48828125,220.3595869543347,154.61387643325034,14402297.0,35905900.0,25041700.0
2025-04-03,56718.83984375,202.3082733154297,150.19918823242188,56915.780259874125,206.58961679788308,152.25206746912303,56029.54838731553,200.37668938200366,149.87032672274708,56029.54838731553,204.64806653552571,150.58783997911712,19508076.0,103419000.0,46883400.0
2025-04-04,55241.7890625,187.5625457763672,145.09689331054688,57309.66351938503,199.01264249852213,150.54799324363788,54847.90821356952,186.52705026060866,144.8776522919314,55340.25927473262,193.04863012782926,147.49855413182192,23527139.0,125910900.0,62259500.0
2025-04-07,52386.15234375,180.6725616455078,146.24290466308594,53272.384244302164,193.30748067285785,152.3218321659185,52287.68213257754,173.86223225537526,140.04439668677543,52484.62255492246,176.43103817745248,141.06087632952463,31998883.0,160466300.0,76794100.0
2025-04-08,52681.56640625,171.67178344726562,144.19998168945312,54454.03032272196,189.5140179775097,151.7139355045659,52484.62597108645,168.47572171547168,142.5357542501846,54158.61966997664,185.88981432593783,150.69745588802078,25532845.0,120859500.0,52200200.0
2025-04-09,52189.21484375,197.98709106445312,158.1615753173828,53469.32766067217,199.7394480269994,158.9986690004619,52090.74462706368,171.14407803694525,143.41271451247957,52484.62549380896,171.20381523449285,143.92094670447867,20576960.0,184395900.0,70406200.0
2025-04-10,55537.19921875,189.5936737060547,152.29196166992188,55832.60985289228,193.93475416517637,157.1750244032135,54158.61625941932,182.20587449762067,149.41193301548267,55734.13964151152,188.24954112448538,155.9990938016626,22948172.0,121880000.0,48022000.0
2025-04-11,54355.55859375,197.2901153564453,156.59701538085938,54847.90966796875,198.67408279715283,157.12518279409443,53961.677734375,185.2525839628914,152.29195068350106,54749.439453125,185.2924188893916,152.37166086891528,13930480.0,87435900.0,33636200.0
2025-04-14,55340.26171875,201.6411590576172,158.52035522460938,55832.61280165703,212.01593914767514,161.1611923055906,54946.38085242437,200.28706023476008,157.0155631618818,55438.7319353314,210.52244846919626,159.44713439436606,12852613.0,101352900.0,30333000.0
2025-04-15,55734.140625,201.2628173828125,155.76986694335938,56226.49169059187,202.62686743682656,159.0983218935906,55340.2597725265,198.93297540670014,154.6736771269803,55438.72998564488,200.98403365195668,158.58012970667488,8998640.0,51343900.0,27551500.0
2025-04-16,53863.20703125,193.42697143554688,152.8001708984375,55340.26024051646,199.82906121923162,155.35132240030543,53666.26660334781,191.5352073519423,150.98645259897873,55143.31981261426,197.49921927320653,152.57096991980188,14437025.0,59732400.0,28187400.0
2025-04-17,54257.0859375,196.12521362304688,150.63766479492188,54454.02635832577,197.96719174329118,154.14549035907424,53666.264675022685,193.5763250102755,147.98685287180376,53863.205095848454,196.34426016251078,153.75683862644127,10867069.0,52164700.0,33046600.0
2025-04-18,54454.03125,,,54749.44190777577,,,54060.15037296564,,,54454.03125,,,5848342.0,,
2025-04-21,54552.5,192.32177734375,147.1597442626953,55143.32129963899,192.958999427942,148.43532017759705,54257.089350180504,188.98630873883343,145.59517709463205,54355.55956678701,192.43130060162235,148.3655699603778,5941847.0,46742500.0,26049100.0
2025-04-22,54158.61328125,198.87322998046875,150.94659423828125,54650.964311079544,200.7151927551101,151.66410748339032,53863.20266335227,195.11958571249494,148.02671099242252,54060.14307528409,195.26892870764283,148.37550764431742,9532469.0,52976400.0,26971800.0
2025-04-23,54847.90625,203.71212768554688,154.8131866455078,55241.78708482944,207.0973670311424,156.98564625118482,54650.96583258528,201.9199358938783,153.2784996745797,55143.31687612208,205.1060461943045,155.0722827287534,11148692.0,52929200.0,31128800.0
2025-04-24,54847.90625,207.4657745361328,158.7296142578125,54946.37645870736,207.92378505310097,159.03854063446718,54355.5552064632,202.0593452871763,155.2516683139833,54749.43604129264,204.00088023313933,155.6104249592094,10580377.0,47311000.0,45894000.0
2025-04-25,54847.90625,208.371826171875,161.4003448486328,55537.19771095153,208.8397878176709,165.52603823874784,54749.43604129264,205.30519003897632,160.48351057877483,55537.19771095153,205.47445049920006,164.49959867786362,12183303.0,38222300.0,56034000.0
2025-04-28,54946.37890625,209.2281036376953,160.05502319335938,55044.849119343635,210.5822025692478,162.5862396977989,54650.96826696909,206.55974070372147,158.0519740918863,54946.37890625,209.08871177088434,161.86872639451175,9341518.0,38743100.0,29745800.0
2025-04-29,54946.37890625,210.29345703125,159.6065673828125,55635.670397905466,211.31898611202763,160.18456500527563,54749.43848006272,207.46576971677675,156.97569056687874,54847.908693156365,207.78438836336602,159.76601814888411,10295518.0,36827600.0,26809000.0
2025-04-30,54650.96875,211.57785034179688,158.2512664794922,55143.319819819815,212.65316547487808,158.7196436016194,54454.02832207207,205.7731479657814,154.86300612354924,55044.84960585585,208.39173986928208,157.43409270690867,13014189.0,52286500.0,34981100.0
2025-05-01,,212.39430236816406,160.7426300048828,,213.62891164873253,161.39037784388623,,207.99346964638974,158.36088927125815,,208.1726964341785,159.8955611021286,,57365700.0,30203200.0
2025-05-02,53469.328125,204.45889282226562,163.46319580078125,54650.97073549724,206.0917754590827,164.39995007912242,53370.857907458565,201.2827333487594,161.3106559960053,54158.61964779006,205.19567188008233,162.84534306658284,22454204.0,101010600.0,25715000.0
2025-05-05,,198.02691650390625,163.64259338378906,,203.21431440062256,164.81850869798296,,197.34987465543003,162.15773647441492,,202.21865389928206,162.4367677423953,,69018500.0,21341800.0
2025-05-06,,197.64854431152344,162.66595458984375,,199.77925700053618,164.23053675483612,,196.165020010421,160.63301049910467,,197.3498583398735,161.6096198520829,,51216500.0,21277200.0
2025-05-07,53764.73828125,195.3983612060547,150.85691833496094,54158.6191477793,198.5745204381265,164.42985019413678,53469.32763135302,192.4113798882551,147.32914212449143,53666.268064617674,198.30568786560423,163.5130310359637,17136991.0,68536700.0,127490100.0
2025-05-08,53764.73828125,196.63299560546875,153.7468719482422,54650.97023094093,199.18188402861682,155.39116415932176,53666.268064617674,193.83517686729027,152.3716357822811,54257.08936441163,196.86199326420865,154.464385147347,16320532.0,50478900.0,57498700.0
2025-05-09,53961.67578125,197.66848754882812,152.22218322753906,54158.61620380931,199.66975978270045,154.5142387821615,53567.79493613139,196.68277813613466,151.67408067225014,53863.20556997035,198.13644922219603,153.6372746936992,7814322.0,36453900.0,32435300.0
2025-05-12,56718.83984375,210.15049743652344,157.91246032714844,56718.83984375,210.6290521628615,158.5502482480448,54158.61443413628,206.1227607044075,155.7100901217978,54355.554850260414,210.32995926202443,156.94581087118723,15414702.0,63775800.0,44138800.0
2025-05-13,56029.5546875,212.28399658203125,158.97872924804688,57309.667536247805,212.75257189298435,160.01514395464716,55931.08446836556,208.36592688565332,155.6203794367127,56817.316440575574,209.79158118866218,158.24128090704517,16842801.0,51909300.0,42382100.0
